,song_id,song_name,album,artist,duration(ms),release_date,acousticness,danceability,energy,insturmentalness,key,liveness,loudness,mode,spechiness,tempo,time_signature,valence,popularity
18,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,208687,2019-10-17,0.866,0.464,0.473,0.0,1,0.109,-10.086,1,0.129,75.801,4,0.604,78
19,47EiUVwUp4C9fGccaPuUCS,DÁKITI,DÁKITI,Bad Bunny,205090,2020-10-30,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,80
20,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,181733,2020-04-17,0.247,0.746,0.69,0.0,11,0.101,-7.956,1,0.164,89.977,4,0.497,78
21,4xqrdfXkTW4T0RauPLv3WA,Heather,Kid Krow,Conan Gray,198040,2020-03-20,0.584,0.357,0.425,0.0,5,0.322,-7.301,1,0.0333,102.078,3,0.27,86
22,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,245425,2019-11-13,0.902,0.704,0.225,0.657,6,0.106,-14.454,0,0.0994,120.006,4,0.243,85
23,3Dv1eDb0MEgF93GpLXlucZ,Say So,Hot Pink,Doja Cat,237893,2019-11-07,0.264,0.787,0.673,3.35e-06,11,0.0904,-4.583,0,0.159,110.962,4,0.779,78
24,0v1x6rN6JHRapa03JElljE,Dynamite,Dynamite,BTS,199053,2020-08-21,0.0112,0.746,0.765,0.0,6,0.0936,-4.41,0,0.0993,114.044,4,0.737,0
25,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,140525,2020-07-24,0.221,0.7,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756,6
26,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,190476,2020-07-03,0.114,0.823,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347,79
27,2Wo6QQD1KMDWeFkkjLqwx5,Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,176218,2019-09-13,0.0149,0.785,0.721,0.00432,8,0.285,-5.457,1,0.0506,121.962,4,0.894,58
28,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Where the Light Is,Surfaces,158571,2019-01-06,0.183,0.878,0.525,0.0,5,0.0714,-6.832,1,0.0578,112.022,4,0.694,76
29,3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,Harry Styles,207133,2019-12-13,0.0237,0.676,0.771,7e-06,8,0.102,-3.675,1,0.0483,99.048,4,0.569,84
30,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,261492,2020-08-14,0.244,0.761,0.518,3.47e-05,0,0.107,-8.871,1,0.134,133.976,4,0.522,79
31,2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Monster,Shawn Mendes,178994,2020-11-20,0.0676,0.652,0.383,0.0,2,0.0828,-7.076,0,0.0516,145.765,4,0.549,70
32,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Changes,Justin Bieber,212866,2020-02-14,0.3,0.806,0.546,0.0,9,0.102,-6.637,1,0.0575,147.986,4,0.874,75
33,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Put Your Records On,Ritt Momney,210463,2020-04-24,0.0563,0.399,0.491,0.00089,6,0.11,-10.778,0,0.0538,91.066,4,0.151,75
34,2DQNYMRjisN3KAPj1bEwOI,"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,195428,2020-08-29,0.25,0.8,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,0.462,52
35,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,210800,2020-01-17,0.145,0.808,0.745,0.0,10,0.292,-5.26,0,0.342,165.995,4,0.829,83
36,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,175720,2019-10-04,0.0546,0.598,0.427,5.83e-06,7,0.21,-8.764,0,0.0317,76.469,4,0.0605,83
37,7AzlLxHn24DxjgQX73F9fU,No Idea,Heaven Or Hell,Don Toliver,154424,2020-03-13,0.524,0.652,0.631,0.000579,6,0.165,-5.718,0,0.0893,127.998,4,0.35,80
38,3GZoWLVbmxcBys6g0DLFLf,Supalonely (feat. Gus Dapperton),Hey u x,BENEE,223488,2020-11-13,0.291,0.862,0.631,0.000209,7,0.123,-4.746,1,0.0515,128.978,4,0.841,61
39,4Lxseh0wN7N0ljiOh8KwbU,Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,205484,2020-07-09,0.0173,0.625,0.811,0.0,0,0.16,-5.183,1,0.0659,144.994,4,0.532,58
40,0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,232253,2020-07-24,0.00536,0.571,0.693,0.0,6,0.173,-8.234,0,0.0545,168.169,4,0.393,72
41,45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,169265,2020-04-17,0.785,0.667,0.373,0.0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,83
42,1raaNykBg1bDnWENUiglUA,Break My Heart,Break My Heart,Dua Lipa,221820,2020-03-25,0.167,0.73,0.729,1.39e-06,4,0.349,-3.434,0,0.0886,113.012,4,0.467,65
43,2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,Regard,157605,2019-07-26,0.177,0.88,0.751,6.43e-05,7,0.106,-4.258,0,0.0874,117.948,4,0.884,80
44,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),Surf Mesa,176546,2019-11-26,0.0686,0.674,0.774,0.00188,11,0.393,-7.567,0,0.0892,112.05,4,0.33,77
45,7HMmFQsKsljwTw8bS7lu19,Rare,Rare,Selena Gomez,220589,2020-01-10,0.208,0.838,0.545,8.01e-05,5,0.103,-6.713,1,0.0706,114.998,4,0.631,64
46,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Holy,Justin Bieber,212093,2020-09-18,0.196,0.673,0.704,0.0,6,0.0898,-8.056,1,0.36,86.919,4,0.372,71
47,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,171374,2020-06-11,0.234,0.767,0.481,0.0,0,0.269,-8.52,0,0.0803,150.076,4,0.761,75
48,5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,169333,2020-11-20,0.0103,0.781,0.67,0.0,3,0.0761,-3.912,0,0.0452,127.99,4,0.595,9
49,5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion,242000,2020-04-29,0.016,0.822,0.743,0.0,10,0.127,-4.772,0,0.28,84.459,4,0.636,66
50,2p8IUWQDrpjuFltbdgLOag,After Hours,After Hours,The Weeknd,361026,2020-03-20,0.0811,0.664,0.572,0.00604,5,0.121,-6.099,0,0.0305,108.959,4,0.143,85
51,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,200221,2020-07-17,0.057,0.8,0.56,0.0,5,0.134,-4.818,0,0.261,163.071,4,0.45,73
52,3vAn0qZzdyuHamcrpkfiX3,How You Like That,How You Like That,BLACKPINK,181263,2020-06-26,0.0694,0.828,0.782,3.41e-05,11,0.0544,-4.014,1,0.0918,130.013,4,0.351,0
53,27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Midnight Sky,Miley Cyrus,223279,2020-08-14,0.00115,0.705,0.814,0.00312,4,0.203,-5.466,0,0.0346,110.0,4,0.259,3
54,41L3O37CECZt3N7ziG2z7l,Yummy,Yummy,Justin Bieber,210426,2020-01-03,0.366,0.687,0.514,0.0,9,0.116,-6.612,0,0.0897,145.921,4,0.494,67
55,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Don't Start Now,Dua Lipa,183290,2019-10-31,0.0125,0.794,0.793,0.0,11,0.0952,-4.521,0,0.0842,123.941,4,0.677,77
56,21jGcNKet2qwijlDFuPiPb,Circles,Hollywood's Bleeding,Post Malone,215280,2019-09-06,0.192,0.695,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,88
57,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,215106,2019-11-22,0.604,0.459,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,85
58,7lidXGPXPYLNThITAOTlkK,You should be sad,Manic,Halsey,205473,2020-01-17,0.143,0.591,0.585,0.0,2,0.109,-6.35,1,0.0277,110.94,4,0.324,72
59,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Dance Monkey,Tones And I,209754,2019-05-10,0.688,0.826,0.593,0.000161,6,0.17,-6.401,0,0.0976,98.083,4,0.541,63
60,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Therefore I Am,Billie Eilish,174321,2020-11-12,0.218,0.889,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716,74
61,2ajzBr7vwHTEBeqDzcsNRC,That Way - Bonus Track,Eternal Atake,Lil Uzi Vert,212354,2020-03-06,0.0546,0.712,0.598,0.0,7,0.154,-5.368,0,0.0388,130.007,4,0.504,61
62,6Im9k8u9iIzKMrmV7BWtlF,34+35,Positions,Ariana Grande,173710,2020-10-30,0.237,0.83,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485,79
63,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,203064,2020-10-01,0.00883,0.702,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,74
64,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,THE SCOTTS,165977,2020-04-24,0.233,0.716,0.537,0.0,0,0.157,-7.648,0,0.0514,129.979,4,0.28,75
65,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,227478,2020-06-24,0.0631,0.904,0.723,0.0,11,0.185,-5.224,0,0.26,145.013,4,0.835,73
66,3H7ihDc1dqLriiWXwsc2po,Breaking Me,Breaking Me,Topic,166793,2019-12-19,0.223,0.789,0.72,0.0,8,0.129,-5.652,0,0.218,122.031,4,0.664,77
67,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,166028,2020-07-03,0.168,0.734,0.874,1.14e-05,8,0.0489,-3.158,1,0.0662,122.953,4,0.905,79
68,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,213333,2020-07-03,0.487,0.48,0.602,0.0,10,0.0848,-6.335,0,0.368,179.798,4,0.269,78
69,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,After Hours,The Weeknd,237520,2020-03-20,0.00285,0.667,0.719,8.1e-05,7,0.0736,-5.371,0,0.0346,100.021,4,0.717,79
70,70rFIfYN7lU6iTgUIVP42w,my ex's best friend (with blackbear),my ex's best friend (with blackbear),Machine Gun Kelly,138970,2020-08-07,0.00391,0.728,0.685,0.0,5,0.152,-5.096,0,0.0433,124.934,4,0.33,0
71,3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),MAP OF THE SOUL : 7,BTS,246816,2020-02-21,0.137,0.591,0.848,0.0,9,0.372,-4.397,0,0.0828,105.922,4,0.386,0
72,14wf185UxfNbSy8dwt4r4q,MAMACITA,MAMACITA,Black Eyed Peas,249142,2020-04-10,0.193,0.894,0.635,0.00105,2,0.0823,-6.929,1,0.0473,105.013,4,0.428,67
73,7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,KAROL G,200960,2019-11-07,0.295,0.803,0.715,0.000134,2,0.0574,-3.28,1,0.298,101.085,4,0.574,76
74,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,172761,2020-05-01,0.00776,0.63,0.633,0.0,4,0.0541,-7.088,1,0.0457,93.995,4,0.452,75
75,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,182160,2019-05-17,0.751,0.501,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,89
76,7MN8RYSofZsFROBlEOAzXq,Past Life (with Selena Gomez),Past Life (with Selena Gomez),Trevor Daniel,186480,2020-06-26,0.102,0.575,0.543,0.0,3,0.176,-5.062,1,0.0529,159.905,4,0.283,63
77,4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,149297,2020-10-16,0.864,0.631,0.239,0.0,11,0.116,-7.071,0,0.0398,79.859,4,0.0927,71
78,3AzjcOeAmA57TIOr9zF1ZW,Physical,Future Nostalgia,Dua Lipa,193829,2020-03-27,0.0137,0.647,0.844,0.000658,0,0.102,-3.756,1,0.0457,146.967,4,0.746,76
79,6J2LdBN97cDWn0MLxYh9HB,July,THE END OF EVERYTHING,Noah Cyrus,156106,2020-05-15,0.868,0.708,0.186,0.0,9,0.0779,-8.953,0,0.042,72.541,4,0.322,81
80,1yoMvmasuxZfqHEipJhRbp,Hawái,PAPI JUANCHO,Maluma,199112,2020-08-21,0.185,0.783,0.727,2.46e-05,6,0.0626,-3.454,0,0.389,180.067,4,0.558,79
81,4NCsrTzgVfsDo8nWyP8PPc,RITMO (Bad Boys For Life),Translation,Black Eyed Peas,214934,2020-06-18,0.0259,0.723,0.704,0.00109,10,0.792,-7.088,0,0.0571,105.095,4,0.684,46
82,6R6ZoHTypt5lt68MWbzZXv,Sour Candy (with BLACKPINK),Sour Candy (with BLACKPINK),Lady Gaga,157706,2020-05-28,0.0604,0.752,0.87,1.12e-05,9,0.489,-3.812,0,0.0623,120.006,4,0.784,68
83,6o3QUC5oAE4g6WxRIFcZtb,Wishing Well,Legends Never Die,Juice WRLD,194621,2020-07-10,0.00336,0.65,0.613,0.0,9,0.267,-6.13,0,0.128,149.972,4,0.0804,1
84,4DpNNXFMMxQEKl7r0ykkWA,Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,179867,2015-08-14,0.612,0.68,0.729,0.0,5,0.224,-5.077,1,0.0475,123.97,4,0.446,77
85,0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,Know Your Worth,Khalid,181436,2020-02-04,0.145,0.79,0.694,0.00252,9,0.281,-7.726,0,0.0708,103.007,4,0.508,69
86,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,157560,2019-09-06,0.533,0.755,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,85
87,2J4P46vCFm1rPkNkp9pZWX,Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,175813,2020-08-28,0.0342,0.79,0.729,9.31e-05,9,0.0411,-3.843,1,0.334,159.989,4,0.904,65
88,2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,194087,2019-03-29,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562,83
89,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Slime & B,Chris Brown,176960,2020-05-08,0.316,0.755,0.578,0.0,0,0.25,-8.932,0,0.145,94.148,4,0.581,76
90,5KCbr5ndeby4y4ggthdiAb,Wonder,Wonder,Shawn Mendes,172692,2020-10-02,0.131,0.333,0.637,1.8e-05,1,0.149,-4.904,0,0.0581,139.898,4,0.132,71
91,4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA,129370,2020-05-28,0.192,0.776,0.509,1.49e-06,0,0.115,-6.266,0,0.467,94.634,4,0.485,71
92,4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,PARTYMOBILE,PARTYNEXTDOOR,183219,2020-03-27,0.0902,0.43,0.7,0.0,6,0.216,-5.35,1,0.264,158.373,4,0.731,3
93,4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,180644,2020-01-17,0.00839,0.852,0.698,1.03e-06,9,0.0773,-7.206,1,0.0629,113.039,4,0.324,74
94,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,THE ALBUM,BLACKPINK,194765,2020-10-02,0.00559,0.654,0.707,0.0,6,0.0873,-5.661,1,0.0664,127.97,4,0.448,73
95,2kJu14V7hbZw3I4K8L8SXb,Stupid Love,Stupid Love,Lady Gaga,193530,2020-02-28,0.00146,0.676,0.815,0.00041,8,0.275,-4.294,1,0.0625,117.973,4,0.796,31
96,2DEZmgHKAvm41k4J3R2E9Y,Safaera,YHLQMDLG,Bad Bunny,295176,2020-02-29,0.0103,0.607,0.829,0.0,2,0.107,-4.074,1,0.379,96.172,4,0.685,77
97,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Take You Dancing,Jason Derulo,190306,2020-07-22,0.0332,0.789,0.711,0.0,2,0.0876,-4.248,1,0.041,112.985,4,0.753,75
98,1DWZUa5Mzf2BwzpHtgbHPY,Good News,Circles,Mac Miller,342040,2020-01-17,0.853,0.794,0.32,0.134,1,0.112,-12.92,0,0.173,174.088,4,0.241,73
99,2ygvZOXrIeVL4xZmAWJT2C,my future,my future,Billie Eilish,208155,2020-07-30,0.795,0.444,0.309,0.132,8,0.352,-10.956,1,0.062,104.745,4,0.0875,71
