,song_id,song_name,album,artist,duration(ms),release_date,acousticness,danceability,energy,insturmentalness,key,liveness,loudness,mode,spechiness,tempo,time_signature,valence,popularity
30,6f3Slt0GbA2bPZlz0aIFXN,The Business,The Business,Tiësto,164000,2020-09-16,0.414,0.798,0.62,0.0192,8,0.112,-7.079,0,0.232,120.031,4,0.235,78
31,10hcDov7xmcRviA8jLwEaI,Need to Know,Need to Know,Doja Cat,210560,2021-06-11,0.304,0.664,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194,62
32,4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,173346,2021-03-19,0.00165,0.75,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,0.958,82
33,2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,Bad Bunny,206710,2021-06-04,0.276,0.644,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,0.44,82
34,60ynsPSSKe6O3sfwRnIBRf,Streets,Hot Pink,Doja Cat,226986,2019-11-07,0.21,0.749,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,83
35,35mvY5S1H3J2QZyna3TFe0,positions,Positions,Ariana Grande,172324,2020-10-30,0.468,0.737,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,82
36,5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,229226,2021-05-21,0.691,0.38,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,87
37,0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,214706,2020-12-11,0.833,0.392,0.574,0.00179,7,0.145,-9.195,1,0.17,81.112,4,0.529,80
38,2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay The First,CKay,145800,2019-08-30,0.365,0.727,0.739,0.00137,8,0.161,-3.805,1,0.0411,93.005,4,0.533,81
39,3UoULw70kMsiVXxW0L3A33,pov,Positions,Ariana Grande,201882,2020-10-30,0.36,0.487,0.534,0.0,0,0.1,-5.664,0,0.0555,131.798,4,0.173,74
40,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Build a Bitch,Bella Poarch,122772,2021-05-14,0.217,0.855,0.463,1.77e-05,3,0.347,-7.454,1,0.0367,102.931,4,0.866,73
41,1XXimziG1uhM0eDNCZCrUl,Up,Up,Cardi B,156944,2021-02-05,0.0012,0.868,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,4,0.819,70
42,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,205090,2020-11-27,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,78
43,079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),Revelación - EP,Selena Gomez,186087,2021-03-12,0.0215,0.823,0.544,0.00315,5,0.0966,-7.132,1,0.0715,149.903,4,0.664,71
44,75MNhvTCCKsST3YqqUiU9r,Shivers,Shivers,Ed Sheeran,207853,2021-09-13,0.281,0.788,0.859,0.0,2,0.0424,-2.724,1,0.0856,141.02,4,0.822,52
45,3KdoeNlEN0BoAKWzaRLNZa,Solar Power,Solar Power,Lorde,192621,2021-06-10,0.266,0.735,0.47,0.000105,4,0.32,-9.405,1,0.1,87.971,4,0.897,0
46,1diS6nkxMQc3wwC4G1j0bh,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,165506,2021-02-11,0.0319,0.722,0.588,0.0,6,0.183,-5.932,1,0.0544,134.01,4,0.59,74
47,1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),WITHOUT YOU (with Miley Cyrus),The Kid LAROI,161384,2021-04-30,0.173,0.655,0.469,0.0,0,0.0956,-6.257,1,0.0292,92.56,4,0.467,71
48,1fxYz1s15pyZLsJT0Hdh1m,late at night,late at night,Roddy Ricch,174682,2021-06-04,0.343,0.643,0.403,0.0,1,0.138,-11.254,0,0.41,98.54,4,0.111,64
49,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Destined 2 Win,Lil Tjay,205458,2021-04-02,0.451,0.907,0.393,1.35e-06,4,0.135,-7.636,0,0.0539,104.949,4,0.202,80
50,18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,Hall of Fame,Polo G,165925,2021-06-11,0.41,0.789,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,80
51,37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,221979,2021-09-03,0.181,0.767,0.438,0.0,7,0.142,-8.726,0,0.29,86.975,4,0.381,77
52,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,Whoopty,CJ,123262,2020-08-20,0.2,0.719,0.648,0.0,3,0.127,-7.6,0,0.125,140.201,4,0.66,71
53,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),El Dorado,24kGoldn,140533,2021-03-26,0.174,0.701,0.716,0.0,7,0.324,-3.671,0,0.0361,91.007,4,0.732,81
54,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,203200,2020-11-27,0.0303,0.856,0.618,0.0,7,0.0866,-4.892,1,0.286,81.993,4,0.391,80
55,31qCy5ZaophVA81wtlwLc4,Anyone,Anyone,Justin Bieber,190779,2021-01-01,0.181,0.686,0.538,3.13e-06,2,0.113,-8.026,1,0.0345,115.884,4,0.584,71
56,3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,235766,2021-02-12,0.135,0.626,0.79,3.97e-06,2,0.0989,-4.302,1,0.0311,119.082,4,0.416,84
57,0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Afterglow,Ed Sheeran,185486,2020-12-21,0.698,0.641,0.324,0.0,11,0.328,-5.851,1,0.0299,110.184,4,0.273,72
58,1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,TRANSLATION,Black Eyed Peas,222522,2020-11-02,0.0206,0.965,0.485,0.0237,2,0.0655,-8.784,1,0.191,124.025,4,0.312,72
59,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,BICHOTA,KAROL G,178946,2020-10-23,0.212,0.863,0.666,0.000493,1,0.103,-4.158,0,0.152,163.908,4,0.838,73
60,1xK1Gg9SxG8fy2Ya373oqb,Bandido,Bandido,Myke Towers,232853,2020-12-10,0.122,0.713,0.617,0.0,8,0.0962,-4.637,1,0.0887,168.021,4,0.682,74
61,5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,169333,2020-11-20,0.0103,0.781,0.67,0.0,3,0.0761,-3.912,0,0.0452,127.99,4,0.595,9
62,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,The Weeknd,200040,2020-03-20,0.00146,0.514,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,90
63,6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,227395,2021-03-03,0.0377,0.713,0.676,0.0,10,0.154,-5.483,1,0.027,99.048,4,0.721,27
64,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Therefore I Am,Billie Eilish,174321,2020-11-12,0.218,0.889,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716,74
65,3eZYOQO4UzKrUDYDghtnFw,test drive,Positions (Deluxe),Ariana Grande,122174,2021-02-19,0.0251,0.698,0.708,0.0,9,0.124,-4.943,0,0.0454,115.036,4,0.322,63
66,02kDW379Yfd5PzW5A6vuGt,Lemonade,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,195428,2020-08-14,0.256,0.799,0.66,0.0,1,0.111,-6.153,0,0.079,140.04,4,0.471,73
67,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,174000,2019-12-13,0.122,0.548,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,4,0.557,88
68,2xdwCJLfKCkat14mlgR26M,Lost Cause,Lost Cause,Billie Eilish,212496,2021-06-02,0.705,0.671,0.336,0.00751,10,0.0577,-8.494,0,0.241,75.051,4,0.518,0
69,3XoflnowYPFRPOh3uFvHcm,Selfish Love (with Selena Gomez),Selfish Love (with Selena Gomez),DJ Snake,168648,2021-03-04,0.0206,0.723,0.646,0.352,5,0.0994,-7.973,0,0.102,110.971,4,0.443,59
70,5TnQ453LtEy08EwrIUtB1e,What You Know Bout Love,LOVE,Various Artists,160000,2021-05-14,0.655,0.584,0.547,1.64e-06,7,0.134,-8.502,0,0.382,83.917,4,0.56,0
71,4saklk6nie3yiGePpBwUoc,Dynamite,BE,BTS,199053,2020-11-20,0.0112,0.746,0.765,0.0,6,0.0936,-4.41,0,0.0993,114.044,4,0.737,5
72,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,166028,2020-07-03,0.168,0.734,0.874,1.14e-05,8,0.0489,-3.158,1,0.0662,122.953,4,0.905,79
73,5QO79kh1waicV47BqGRL3g,Save Your Tears,After Hours,The Weeknd,215626,2020-03-20,0.0212,0.68,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644,88
74,0A1hoCfMLkiAgvhWkkucJa,Body,Good News,Megan Thee Stallion,171067,2020-11-20,0.0166,0.914,0.732,0.0,8,0.107,-6.1,0,0.241,94.066,4,0.469,70
75,2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,155883,2021-01-07,0.00302,0.84,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,72
76,3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",34+35 (Remix),Ariana Grande,182437,2021-01-15,0.205,0.88,0.662,0.0,0,0.227,-5.766,1,0.304,109.988,4,0.726,64
77,3aQem4jVGdhtg116TmJnHz,What’s Next,Scary Hours 2,Drake,178153,2021-03-05,0.0136,0.781,0.594,0.0,0,0.162,-6.959,0,0.0485,129.895,4,0.0628,73
78,2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,R,ROSÉ,168085,2021-03-12,0.0174,0.311,0.607,0.0,1,0.131,-6.578,1,0.11,188.7,4,0.286,71
79,6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),Justice,Justin Bieber,174406,2021-03-19,0.127,0.595,0.543,0.0,11,0.0975,-8.149,1,0.038,99.928,4,0.109,65
80,0BI0hfbmqybnd3TezrDME3,Met Him Last Night (feat. Ariana Grande),Dancing With The Devil…The Art of Starting Over,Demi Lovato,204631,2021-04-02,0.22,0.538,0.512,0.0,4,0.101,-4.548,0,0.0262,144.978,4,0.12,59
81,1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,218801,2021-05-14,0.0622,0.597,0.587,0.0,7,0.214,-7.026,0,0.137,140.021,4,0.0753,79
82,5qNh5WtzMbfpSj2jLlBkoD,Your Power,Your Power,Billie Eilish,245896,2021-04-29,0.937,0.634,0.285,0.000359,9,0.232,-14.007,0,0.0807,129.65,4,0.203,1
83,0LThjFY2iTtNdd4wviwVV2,Permission to Dance,Butter / Permission to Dance,BTS,187585,2021-07-09,0.00544,0.702,0.741,0.0,9,0.337,-5.33,1,0.0427,124.925,4,0.646,2
84,40uMIn2zJLAQhNXghRjBed,Motley Crew,Motley Crew,Post Malone,184213,2021-07-09,0.0904,0.797,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288,75
85,0RbW8kWozrVSIGb4V13o0o,Hurricane,Donda,Kanye West,243187,2021-08-29,0.0466,0.587,0.561,0.0,0,0.109,-6.569,1,0.146,80.009,4,0.351,1
86,5fwSHlTEWpluwOM0Sxnh5k,Pepas,Pepas,Farruko,287120,2021-06-24,0.00776,0.762,0.766,6.98e-05,7,0.128,-3.955,1,0.0343,130.001,4,0.442,83
87,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,MONTERO,Lil Nas X,143901,2021-09-17,0.00614,0.737,0.846,0.0,1,0.0486,-4.51,0,0.22,87.981,4,0.546,82
88,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),Rumors (feat. Cardi B),Lizzo,172832,2021-08-13,0.13,0.827,0.731,0.0,4,0.418,-5.524,0,0.088,118.992,4,0.607,66
89,2sXf2JdbB2GlNju00kw9WE,Skate,Skate,Bruno Mars,203122,2021-07-30,0.037,0.708,0.598,0.0,5,0.17,-8.365,1,0.0291,112.027,4,0.698,3
90,1QL7nSDZCwZMnbisV4KOXt,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,168030,2021-04-27,0.0021,0.39,0.83,0.0,11,0.156,-5.201,0,0.0563,90.021,4,0.191,64
91,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,202735,2021-08-13,0.034,0.796,0.798,4.19e-05,1,0.0952,-6.312,1,0.0317,116.032,4,0.942,85
92,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,154983,2021-05-21,0.00226,0.721,0.738,4.41e-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,83
93,2plRom0urixt6BE8t7kOhQ,Girl From Rio,Girl From Rio,Anitta,194421,2021-04-29,0.00727,0.692,0.639,0.0,0,0.199,-6.717,1,0.0352,140.059,4,0.733,59
94,4Ld4kbKo1eOzToQ0P8JA0V,Arcade (feat. FLETCHER),Small Town Boy,Duncan Laurence,187453,2020-11-27,0.815,0.446,0.395,0.00216,0,0.128,-9.328,1,0.0365,71.944,3,0.267,67
95,0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,184104,2021-08-20,0.0297,0.776,0.808,0.000127,11,0.103,-4.501,1,0.117,123.988,4,0.494,76
96,07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,162680,2020-03-13,0.0153,0.773,0.47,0.000193,2,0.0851,-7.93,1,0.0299,94.995,4,0.399,77
97,0eu4C55hL6x29mmeAjytzC,Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,161803,2021-05-28,0.186,0.7,0.49,0.0,0,0.117,-5.187,1,0.076,79.982,4,0.569,76
98,3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,175238,2021-04-23,0.13,0.647,0.608,0.0,9,0.0584,-6.831,1,0.42,125.994,4,0.474,70
99,0WSEq9Ko4kFPt8yo3ICd6T,Praise God,Donda,Kanye West,226652,2021-08-29,0.00904,0.798,0.545,9.48e-05,1,0.258,-6.466,1,0.168,118.029,4,0.212,77
